,text,label
2949,"@USER @USER @USER Det er hvad det er. Copenhagen Games skal ses som 3 forskellige turneringer. Kval. B-turneringen og Main. Når man ikke vinder kampe i Main skal vi ikke forvente andet. Vi lå dog 71, og AGF 59 vist nok. Det er hvad det er. Det er derfor man ikke kan regne med listen over Top30 :)",neutral
2950,@USER @USER Er så bra at de sender dette 🤩 Og det ikke mange vet er at norske Quick Style har laget koreografien til Save me og Blood sweat and tears! 🤩,positive
2951,Ignorance skal bekæmpes med argumenter og et møde med virkeligheden. Rasmus Paludan får DF og Nye Borgerlige til at fremstå stuerene i deres menneskesyn. Vi er splittede i vores menneskesyn i #dkpol og det hverken må elller skal vi ignorere. #menneskerførsystemer,negative
2952,"Klima og miljø deler 1. plads med sundhedspolitikken på listen over emner, der er vigtigst for vælgerne. Udlændinge på 3. pladsen. Spændende, om det også afspejles hos politikere og aspiranter i valgkampen.#dkpol #dkgreen #dkklima [LINK]",neutral
2953,@USER @USER @USER Præcis! Det er et helvede at være ledig.,negative
2954,RT @USER: Vogn nummer 21 er sat på gaden😎 #kloagger #tvinspektion #kloak [LINK],positive
2955,"På torsdag er der igen koncert i LiteraturHaus. 
Denne gang er det lydkollektivet SOUNDS + Andreas Borregaard og sangerinden Josefine Weber Hansen. 

Tid: 19.30.
Entré: 70 kr. / 50 kr. for studerende.

Læs mere på begivenheden herunder. [LINK]",neutral
2956,Under niveau: Her er de otte mest skuffende spillere denne sæson [LINK] #pldk,negative
2957,"@USER Jeg skal ikke overbevist dig om andet men alle partier, på nær få, har italesat problemet. Den gode nyhed er dog at det går fremad med integrationen og, jeg mener, man skal være varsom med at tage et skidt tilbage pga 1-3,000 utilpassede socialklasse 5 typer. God weekend",positive
2958,"Danmarks Grønneste Regering brainstormer klimatiltag. 😂

Rammende satire fra @USER. #dkgreen #dkpol [LINK] [LINK]",positive
2959,"Nyt Nikon Z6 Må sige jeg er voldsomt imponeret over det jeg lige har fået den prøvet indtil videre 😊👍 Så skal jeg bare ha fundet noget andet end blomster, høns og katte at teste på 😊👍📸",positive
2960,"Så kom der en aftale om koordinering af social sikring 883 - den om #dagpenge til andre EU-borgere. Vi fortæller mere, når vi ved, hvad aftalen indeholder. #eudk #socialsikring #dkpol #arbejde [LINK]",neutral
2961,"@USER Vi har nogle bolcher liggende i forhallen, som der står Nationalbanken på (ret gode faktisk), men det er vist det desværre 🙂",neutral
2962,"@USER Hvis du vil forsvare demokratiet kan det kun foregå med dialog, information og ægte diskussion.
Muslimer koster 30 Mia om året, som vi mangler til de ældre, børn og uddannelse.
Løsningen er oplagt, send dem hjem.
#dkpol 
@USER @USER @USER",negative
2963,RT @USER: Folket ska ha lov at stemme igen. Kæmpe beslutning #dkpol ⁦@USER⁩ [LINK],positive
2964,"@USER @USER Havde det på samme måde - og det er IKKE en kritik af hverken håndbold eller præstationen. For nogle af os er klubfodbolden bare større. Meget større. Og det her er fra mig til dig, @USER: [LINK]",positive
2965,Værsgo'. Årets første Troldspejlet | DRTV [LINK],neutral
2966,Der er velfærd i udenlandske kolleger. Rigtig meget af det! [LINK],positive
2967,"@USER @USER Jeg tror bestemt også du har ret i det behov eksisterer. Men jeg ser det lidt ligesom et ønske om Irmas sortiment men til Netto-priser. 
Det vil mange (inkl. mig selv) gerne have, men det bliver svært at finde en der kan tilfredsstille det behov på en rentabel måde",neutral
2968,"En inspirerende og levende debat om klima hos @USER
Med ambitiøse klimamål og gode stabile rammevilkår vil #dkbiz kaste sig over grønne investeringer i EU og DK #EnergipåToppen #dkpol #dkgreen [LINK]",positive
2969,"@USER Det var da et interessant nyfortolket demokrati-begreb, du har.

Det bliver du nok nødt til at uddybe lidt nærmere, hvis vi dødelige skal kunne forstå dine abstrakte tanker om, at det er udemokratisk at demonstrere, men demokrati at ville knuse modstand med overdreven magt. [LINK]",negative
2971,"Hvad er værdien af danske studerendes færden i verden? Glæder mig til debatten netop nu i Fællessalen med ordførerne fra de fleste partier - hvad har de på hjerte?
#udpol #PHAbsalon [LINK]",positive
2972,@USER En hel del mennesker har nydt godt af nogle meget dyre clicks...,negative
2973,"Togene er erstattet af Togbusser mellem Rødby F og Nykøbing F - fra ca. kl. 13.15. Vi har bestilt Togbusser til at køre mellem de to stationer. Det skyldes en fejl på sporet.
Du kan med fordel slå op i Rejseplanen , inden du tager afsted.",neutral
2974,@USER @USER Rookie mistake! Det er der jo ingen storkreds der hedder! ;),negative
2975,"@USER @USER @USER @USER @USER Det kræver idealister, og de er der ikke. Det kommer altid til at handle om dem selv, deres egne fantastiske pensionsordninger og øvrig frøns. Flere vinkler, men ikke fra rød side tak. V har jeg engang stemt på. Uha de har tabt mig. Nu sætter jeg lid til NB og DF som må gå sammen",negative
2976,Lige nu er @USER populær på #dkpol [LINK],neutral
2977,"Men heldigvis så er dette frivillig?

NOT? [LINK]",negative
2978,"@USER @USER @USER Men uagtet hvad, så er selvtægt ulovligt. Hvis Paludan overtræder loven, er det Politets opgave at sigte ham. Så kan det være ligemeget hvad han laver. Ord er ord, fysisk vold er noget andet.",negative
2979,Fodbold skal da høres i radioen 😊 stærkt gået @USER og @USER og co. #drlife #dkmedier [LINK],positive
2980,@USER @USER @USER Det er er aflagt plastikskib fra Fårup Sommerland,neutral
2981,@USER @USER Svenske tilstande i DK. Men når staten ejer og finansiere medierne og de er pro islam er det nemt at udøve censur mod dem der har en anden mening Men de sociale medierne har større indflydelse end DR og TV2 så skråt op med dem👎,negative
2982,"Heller ikke i dag har vi fået oplyst, hvordan V, K, LA, DF og RV vil kunne give det dobbelt i ydelse i dobbelttid til 1/3 af udgiften. Aldrig har vi set så ukonkrete forhandlinger som kun har til formål at snyde vælgerne. #dkpol #dkmedier",negative
2983,Lange udsigter til en dom: Hovedmistænkte i dobbeltdrab har været i retten [LINK] [LINK],neutral
2984,På store transportdag skal vi også have fixet havneloven - det er der behov for #dkpol [LINK],neutral
2985,@USER @USER Der er mange gode temaer at skrive om men kun en planet,positive
2986,"Denne seje kvinde var i dag i @USER og tale om visioner for sit talenfulde, vigtige device. Du kan høre hende tale i min #podcast senere på året hv er investorer og mulighed for at afprøve? #sundpol #healthtec #investor @USER @USER #prediagnose #visions [LINK]",positive
2987,"(2. Runde) @USER i forhold til de andre 5 andre klubber i mesterskabsspillet… #sldk #fcklive 

+4 point til @USER 
+5 point til @USER 
+4 point til @USER 
+5 point til @USER 
+4 point til @USER",neutral
2988,"@USER Ja, argentineren keder sig vel... han lever for midtugerne 😄",neutral
2989,"I lyset af den senere tids episoder med @USER som formand, er det værd at se det her klip fra januar. Måske det meste tendentiøse af alle hendes indgreb, hvor hun stopper @USER, fordi han spørger en DF'er til partistøtte. #dkpol [LINK]",neutral
2990,Information ønsker berufsverbot mod islamkritikere: - Kan advokat Rasmus Paludan forsvare udlændinge og samtidig være med i For Frihed? #dkpol [LINK],negative
2991,@USER Overvældende i flertal for at frikende Finanstilsynet for lovbrud.,neutral
2992,"Jeg skal love for, at Christiansborg sejler rundt i ren populisme, vælgerfedt og fjolleri. Ramskov er dog allerede skredet til Producentforeningen og redningsplanen for Radio24syv er det standpunkt man fik, da man skred fra det, man troede man havde. [LINK]",negative
2993,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER De manglende svar fra @USER @USER og @USER siger vel bare at de ingen klimaplan har som rent faktisk kan bruges til noget , kun ideologier ingen holdbare løsninger . #dkpol #dkgreen",negative
2994,Aarestrup. Og Suzanne Brøgger. [LINK],neutral
2995,"@USER @USER @USER @USER @USER @USER Enig - vigtigst er, at álle lægger afstand nu. Også @USER - det er og var mit ærinde. Mistede selv meget på nazi kontoen. Og vigtigt, at vi ved, at den også levede her. Flere steder. Desværre et uhyggeligt menneske fænomen.",negative
2996,@USER Det spørger man sikkert ofte i dit parti...,negative
2997,"@USER Jeg ved ikke, hvad du læser, men vi har ikke blogs på @USER",negative
2998,Og her gik man og troede at @USER elskede når @USER afgjorde tabellen med en sidste øjebliks scoring... #sldk,neutral
2999,"@USER @USER @USER Enig.. det er underligt, at de ikke bare skriver det, når de jo ikke ligefrem har forsøgt at skjule det. Men de agerer vel ikke medie. De laver bare podcasts som 100-vis af andre danskere",neutral
3000,Mindst 19 mister livet i kollapset kulmine i Kina [LINK] [LINK],negative
3001,@USER @USER Uanset hvor uenig jeg normalt er med @USER så er det er ikke skyggen af et svar,negative
3002,"@USER @USER Kan berolige dig med, at det altid er Talisker-sæson her",positive
3003,"Når nu de røde er så splittede, så er det jo fantastisk med et samlet blåt Danmark, her repræsenteret ved @USER og @USER #dkpol [LINK]",positive
3004,"Det eneste parti i Folketinget, der helt konsekvent ønsker at afregulere og afbureaukratisere, er LA.

I sidste instant er grunden til, at reguleringstrykket vokser og vokser, derfor noget så simpelt som manglende, politisk vilje.

Nu ved du det.

#dkpol

[LINK]",negative
3005,"“Også ministerens særlige rådgiver ⁦fik i juni 2017 at vide, at der nu var fundet en mail, men heller ikke han blev orienteret om det nærmere indhold.” #dkpol 
Den uvildige undersøgelse bør også kortlægge ⁦@USER⁩ ‘s rolle og ansvar #dkpol [LINK]",neutral
3006,"@USER @USER @USER @USER @USER Det er ikke Stine der er sunket, men @USER der ikke vil tage afstand fra den nutidige nazisme. Ikke helt klart vil frasige sig at danne regering på Stram Kurs evt mandater. Det havde jeg aldrig troet om dig Mette.",negative
3007,RT @USER: Simpelthen det bedste jeg har læst om Ghita historien! Tak @USER #dkpol [LINK],positive
3008,Her er flere detaljer om fremtidens Champions League. [LINK],negative
3009,"@USER @USER @USER Hvad blev der egentlig af den store sundhedsreform, jeg synes det er mærkeligt venstre ikke taler om den mere på de sociale medier.",neutral
3010,"Forud for forhandlingerne om #sundhedsreformen, der begynder i @USER i dag, melder @USER ud, at man på en række punkter er parat til at justere udspillet. Fx kan kommunerne få en stærkere repræsentation i sundhedsforvaltningerne.
#dkpol 
[LINK]",neutral
3011,"@USER Desuden går ingen mennesker gennem livet uden af og til ikke at leve op til deres egne idealer. Jeg har for eksempel i årevis råbt op om dyrevelfærd, men det er kun siden nytår, at jeg stort set er holdt op med at spise kød.",positive
3012,"Vi starter i denne månede en kampagne imod solariet og dens mange bivirkninger, da vi ved at det er en meget hyppig grund til kræftarter såsom hudkræft og modermærkekræft.
vær venlig at del, for at sprede budskabet og hjælpe dine med mennesker [LINK]",positive
3013,🇬🇧 Startopstillinger ‼️ #pldk [LINK],neutral
3014,"@USER for længe siden kunne man anmode om at få / købe en af de gamle klippekort automater.. Men hvad er de koster..?? Det kan jeg ikke huske, og jeg kan heller ikke finde det gamle opslag i lavede på Facebook..",neutral
3015,"Vietnam er fyldt med små skatte som smuk natur, templer og magiske stunde tidligt op morgenen når du bevæger dig ned på det lokale marked👣✈️☀️ #myanmar#burma#vietnam#philippines#filippinerne#thailand#gapyear#travel#destinations#culture#bagan#yagoon#s… [LINK] [LINK]",positive
3016,"Såvel Eurowind som European Energy sælger ud af de Vestas-parker, der blev taget i drift kort før udløbet af den gamle støtteordning. Det danske marked er fortsat attrativt, fastslår den ene køber.
#dkbiz #dkgreen #dkenergi
[LINK]",positive
3017,@USER @USER Det er noget vrøvl. Forligskredsen beslutter intet af egen drift. Alt forberedes og fremlægges af FØL. Det er bekvemt men forkert og noget der tangere en usandhed. Læs budgetanalyse - udarbejdet af FSV selv.,negative
3018,"Seneste topnyhed på [LINK] : #nyheder Sundhedsreform på plads: Nye sundhedshuse, flere læger og sygeplejersker Danskerne skal opleve bedre sammenhæng, mere nærhed og større tryghed, når de behandlet i sundhedsvæsnet. [LINK]",positive
3019,"ALT for en ministerbil....👎🏾👎🏾
Hold op hvor er det #ynkeligt [LINK]",negative
3020,"@USER @USER @USER @USER @USER Godt nok et diskvalificerende tweet, Niels. Adskil avisens kritiske journalistik og holdningsbårne ledere. Svært at beskylde @USER (Cavling i 16 for afsløring af manipulation i landbrugspakken) for at tækkes Venstre. Vi mangler at se Pio gå hårdt til S når det er fortjent.",negative
3021,"@USER Jeg gentager, men med rigtig link. Tak. Ja, Der var stort fokus på dataetik, som konkurrencestyrke for dansk erhvervsliv i regeringens ""ekspertgruppe"". Men i et så gennemdigitaliseret land som Danmark, skal der være langt mere fokus på offentlig brug af data/kunstig IQ mv",negative
3022,Rekordstor erstatning efter kvinde blev dræbt af amerikansk politi [LINK] [LINK],positive
3023,"@USER @USER Synes det er ok vi bruger nogle* penge på det, for det bliver en national fest. Men har det stramt med at se Brian Mikkelsen stå og sige at det er fantastisk for hotellerne og brandingen af Danmark. Ikke en kæft kan huske hvor touren startede for to år siden",negative
3024,"Nogen der lige hurtigt kan forklare, hvad ‘Brother Louie’ handler om?",neutral
3025,"Kan tegn på ulovlig udenlandsk finansiering af Brexit-kampagnen underminere afstemningens gyldighed? - Under alle omstændigheder giver dette bremain-siden nye gode argumenter for at lade befolkningen spørge påny. #brexit #dkmedier
#eudk
[LINK]",positive
3026,Uden anden grund end at tilfredsstille DF har LA smidt 900 millioner kr efter en projekt som stort set ikke kan bruges til andet end en model jernbane. Skal vi ikke give dem en pokal for det? #dkpol [LINK],negative
3027,"@USER Jeg udstiller lige min egen dumhed/uvidenhed: Er det en fersken på billedet, og hvad er forklaring bag den?
Hvis der skulle være en frugt, ja så var der vel et mere åbenlyst valg..",neutral
3028,"RT @USER: Dansk Folkeparti: ""Hop.""
Regeringen: ""Hvor højt?""
#dkpol [LINK]",negative
3029,@USER Ser underlaget ikke glat og ekstremt hurtigt ud? Enig i den sidste del 😊,positive
3030,"Tænk at leve i et samfund hvor både statsministeren, justistsministeren og politiet er skødehunde for udemokratiske kræfter … for første gang i mit liv skammer jeg mig over vores demokrati #RIPDK @USER @USER @USER 

#dkpol #dkmedier #TagDanmarkTilbage [LINK]",negative
3031,"Viborg var i centrum på den internationale skydeskive, da byen i 1914 var vært for verdensmesterskaberne i skydning. (Dette er en plus-artikel) [LINK]",neutral
3032,"🤾‍♀️ Der er i dag 2 #håndbold kampe/events, der vises direkte:

📺 2 på TV
#TV #dksport #dkbold #hndbld

🔗 [LINK] [LINK]",neutral
3033,Enig med @USER - national lovgivning spænder ben for nødvendige tiltag i de mest luftforurenede byer. Luftforurening koster vores samfund dyrt hvert år #dkgreen #dkpol #renluft [LINK],negative
3034,@USER En international bilateral aftale er f.eks. en aftale mellem 2 lande i modsætning til en indgået mellem mange lande.,neutral
3035,"2/4 @USER og @USER fremhæver begge tryghed i #sundhedsreform. Men den skaber kun større utryghed på det specialiserede socialområde, som er taget ud af forliget. Vi ved ikke, hvordan fremtiden ser ud! #dkpol #dkhandicap 
[LINK]",negative
3036,@USER @USER Er det her en levende brexit metafor?,neutral
3037,"Da Michael Jacksons legendariske ranch 'Neverland' blev sat til salg i 2015, stod der 100 millioner dollar på prisskiltet.

Siden eksploderede de seneste pædofili-anklager, og så ramte discountkniven den berømte ranch som et lyn fra en klar himmel.

[LINK] [LINK]",negative
3038,"Tak til alle de politikere, der vil med @USER og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER @USER @USER @USER @USER @USER [LINK]",positive
3039,Frænder er frænder værst?#dkpol #ligevilkårforalle [LINK],neutral
3040,"@USER Hvem helvede har også bestemt at lang og tynd er smukkere end kort og rund? (Svarer selv: Det er nok noget biologisk, de samme regler gælder i design.)",positive
3041,Amerikansk mediegigant hylder Aarhus [LINK] [LINK],neutral
3042,Heerenveen - Excelsior [LINK],positive
3043,"Nøddesbos hånd i Herning-rundkørsel: Jeg er en smule stolt, [LINK] [LINK]",positive
3044,@USER @USER @USER Læser det rigtigt. Pointen er at hold kan overpræstere 1-2 sæsoner. Men ikke over tid. Helsingør ligger i dag hvor de skal økonomisk set [LINK],neutral
3045,"Motion på recept - hvornår sker der noget? @USER fortalte i november 2018 at de ville støtte det med 23,7 mio. kr., men der sker ikke rigtig noget? #motionpårecept #dkpol @USER @USER @USER @USER [LINK]",negative
3046,"@USER @USER Der vil være ild i øjnene på samtlige @USER spillere til næste event.
Er sikker på det blot var en dårlig dag.",positive
3047,"Mangler du frivillige til bestyrelsen, den næste byfest eller noget helt tredje? Så læs med her 😊 [LINK]",positive
3048,Ny Schalke-boss degraderer endnu en spiller [LINK],neutral
3049,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Udgangspunktet er jo netop forskellene i sundhed, livsstil osv. Men ret opsigtsvækkende, så ser det ud tio at sundhedsvæsenet ligefrem gør de forskelle større. Tal og forklaringer på det fænomen her: [LINK]",negative
3050,@USER @USER Tja... jeg kan ikke se problemet - Det er jo alligevel Danmarks største børnehave #dkpol,negative
3051,@USER @USER @USER @USER @USER Ja men akutklinikker er trods alt en vigtig del af et lokalt hospital.,neutral
3052,Rigtig godt at @USER på #idrætstopmøde taler om kropsforskrækkelse og at medier er fyldt m perfekte kroppe. Det er en barriere for at få flere unge -især kvinder- til at dyrke idræt sammen i foreninger. Men det skader også unges psykiske trivsel.#dkpol #ungpol #sundpol [LINK],positive
3053,"Er I sikre på, at @USER kun én gang før i år er kørt top5 i et endagsløb, @USER? Det kommer som lidt af en overraskelse... #LBL2019 [LINK]",negative
3054,"I en tid hvor retorikken spidser til op til valg, er det forfriskende at se et politisk indslag med humor og glimt i øjet fra @USER @USER (som selv er genstand for debat og pres) samt @USER. God stil! 👏 #dkpol [LINK]",positive
3055,Chievo-chef: Begge Milan-mål var uberettigede [LINK],neutral
3056,"Her skulle dronningen bo og sove under en atomkrig: Kom med ned i Danmarks hemmelige bunker, [LINK] [LINK]",neutral
3057,"@USER @USER Og nej, det er ikke passivt.",neutral
3058,Enig. Men hvor mange børn skal det også gå ud over? Hvor galt skal det gå før børnene bliver taget alvorligt? #hvorerderenvoksen @USER #dkpol [LINK],negative
3059,@USER @USER Det er fremragende! 😁,positive
3060,Spidskandidat for Klaus Riskær Pedersen anklages for fusk med smykkefirma [LINK] [LINK],neutral
3061,@USER @USER Er der INGEN der har givet udtryk for det? LOL!! 🤣 Har du levet under en sten den seneste tid?,negative
3062,"@USER @USER @USER Det er demokratiets forbandede pligt at give dem taletid, og så må vælgerne være oplyste og ansvarlige nok til ikke at vælge dem ind. Sker det, så ER fanden løs, og demokratiet klar til afvikling. 
Jeg tror på fornuften lidt endnu..",positive
3063,"@USER Jeg tænker, jeg godt kan købe en øl eller to mere, hvis der kommer lidt medvind på kurserne...",positive
3064,"Hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i Manchester. Ekspertise, analyse og god stemning. [LINK]",positive
3065,@USER Enig men der rammer du forkert. De fleste ikkevestlige der har det sådan lægger stolthed i at tage afstand fra at være først og fremmest dansker. Det handler ikke om tonen eller vores definitioner. Det handler om det at vokse op i et “samfund” som er anderledes en majoriteten.,negative
3066,"Regeringen og Dansk Folkepart har netop præsenteret en aftale om det specialiserede socialområde. Læs mere her: [LINK] 
#dkpol #sundpol #dkmin",neutral
3067,"Er det virkelig som “formand for Det Udenrigspolitiske Nævn” at @USER tager imod Le Pen? Er det Udenrigspolitisk Nævn, som har inviteret Le Pen eller er det Espersen selv? To helt forskellige signaler #dkpol [LINK]",negative
3068,"Game of Thrones-stjerne tænkte på selvmord og andre nyheder fra natten 👇

[LINK] [LINK]",neutral
3069,"@USER @USER Det er virkelig en opgradering. Jeg ikke forestille mig at nogen, udover måske den ubetydelige ""Glock er bedre end alt""-kerne, der er utilfredse med valget.",positive
3070,"@USER Pokkers! Jeg har slet ikke tænkt over, at ansvarsfralæggelse kunne være en grundlæggende demokratisk rettighed ...",negative
3071,@USER @USER @USER @USER Vrøvl,negative
3072,@USER Klæk det æg!,neutral
3073,"Jeg er sindssygt enig i, at præmissen om rød og blå blok er ødelæggende. Medierne kunne gøre en kæmpe forskel, hvis de redefinerede måden de dækker politik på, men desværre er et binært verdensbillede langt mere enkelt at forholde sig til end et systemisk. #dkpol #dkmedier [LINK]",negative
3074,@USER @USER @USER @USER @USER @USER Uanset hvad du har lavet før er det ingen undskyldning for at være dum på twitter,negative
3075,"@USER Det var derfor jeg lige skrev det dér for en sikkerheds skyld. Det var ikke tydeligt for mig, det var en joke.

Jeg er med på holdet med ikke rigtig at have drømme for livet. Jeg vil ikke sige, mit liv er et mareridt længere, men har måttet lære ikke at have håb og drømme.",negative
3076,"@USER Sådan skal forsendelser selvfølgelig ikke levers. Hvis du ikke er hjemme eller den ikke kan være i postkasse, er det på posthuset. 
Kan jeg be' dig om at sende pakkenummer samt adressen i pb? Så undersøge jeg nærmere.

^TV",neutral
3078,"La oss si at Chelsea beholder Hazard. 
Kepa
Dave
Luiz
Rudi
Emerson
Jorghino
Kante
RLC
CHO
Hazard
Abraham

Men det viktigste er faktisk å beholde Sarri.
Lukter gull neste år.
#carefree",neutral
3079,"@USER @USER @USER @USER Synes bare det er lidt underligt at frydes over, at der fjernes forskningsmidler fra kernekraft? Hvis det blev for ærgerlig en drejning, kan vi da godt holde her. Min holdning er, at der er en uforholdsmæssig stor modvilje mod kernekraft i Danmark i forhold til vidensniveauet.",negative
3080,"Danmark er nok det eneste sted i verden, hvor ytringfriheden åbenbart står over loven....

#DKpol",neutral
3081,"Øv @USER! Du snakker udenom i @USER om billigere tandpleje
I praler af at have haft regeringsansvar i 17 af de seneste 20 år &amp; så snakker du om at bureaukratiske tilskudsodninger &amp; at andre skal byde ind med finansiering
Hvad laver jeres ministre? #sundpol #dkpol",negative
3082,"Hvis brugsen i Pedersker skal overleve, skal medlemmerne begynde at bruge lidt flere penge.

Se mere i nyhederne kl. 19.30. [LINK]",neutral
3083,"@USER @USER @USER @USER Og her er den lille statistik, som @USER gjorde sit bedste for at skyde ned ;)

#esportdk #csgo #globaloffensive 

[LINK]",positive
3084,"Anbefalet. Journalistens @USER besøgte @USER i går, og hans reportage giver et fedt (og citatspækket) indtryk af stemningen 👏 #dkmedier #dkpol [LINK]",positive
3085,"@USER @USER @USER Det er jo ikke tilfældigt det hedder national SOCIALISME. Han fik stemmer og kom til magten netop på, at alle fik job, velstand, velfærd og en VW. Han var faktisk ret populær i starten indtil det socialistiske slog igennem og alle mistede det hele igen, inklusive demokratiet",negative
3086,@USER @USER Alle fersken-vingummier på et skib og ud af verden. Asap.,negative
3087,Det her er ganske enkelt fremragende #takemymoney [LINK],positive
3088,"@USER Ok så går jeg i det mindste ikke glip af noget. Jeg lavede blogger-madder med avokado, hytteost og pocheret æg i stedt (er det stadig blogger mad hvis man ikke tager billede af det?)",neutral
3089,"Yderligere nedsabling af integrationsområdet skal nu betale for vores sundhedssektor i en tid hvor regeringen har 40 milliarder i overskud på budgettet og hvor Rockwool fonden har vist, at integrationsbesparelserne øger kriminaliteten.
#dkpol
[LINK]",negative
3090,"Det er imponerede at #dkpol har kunnet slippe afsted med det 'argument' i årevis uden at #dkmedier stiller det indlysende spørgsmål; 'Jamen er vi ikke enige om, at i civiliserede samfund, gør vi aldrig overlagt skade på gidsler'?",negative
3091,"Nåh, men så var det jo at jeg var på arbejde i et par dage i Jylland &amp; derfor først nu har fået læst @USER's fremragende analyse &amp; longread om forholdet mellem @USER &amp; @USER for @USER - den kan sagtens tåle at blive delt igen #dkpol [LINK]",positive
3092,.@USER i fremragende sejr – kæmpestort tillykke! – gjorde søndagens Liége-Bastogne-Liége til den mest sete udgave i 20 år af denne cykelklassiker og var med til at gøre 28. april til årets stærkeste søndag på TV 2 siden VM-håndboldfinalen. #dkmedier #cyklingtv2 #cycling [LINK],positive
3093,"@USER @USER Det vilde er, at Cruyff havde større betydning i FC Barcelona som træner end som spiiller 😁👍🏼",neutral
3094,Det er trist og pinligt at opleve direkte løgn på twitter. EU giver hektarstøtte til opdyrkning af jord. Ikke til kødproduktion. #propagandaløgn [LINK],negative
3095,"At behandle fake news som en smitsom sygdom er ikke nødvendigvis en ny tilgang, men interessant, når det kommer fra et af verdens lande med det største forbrug af sociale medier. #FakeNews #dkmedier [LINK]",neutral
3096,"Dislike homofobiske tilråb. I selskab med @USER, Jonas Bager og Mathias Heiberg, har vi i fællesskab sat nogle ord på episoderne som skete søndag og mandag. 
[LINK]
#sldk #signejtilhomofobi",positive
3097,"@USER Selvfølgelig. Der er masser af gode undskyldninger for, at man gjorde, som man gjorde. Man fattede jo åbenlyst ikke sagens alvor. Men at gå i flyverskjul indtil ens egen undersøgelse var klar - en undersøgelse der kun kunne være negativ for bank/ledelse - var et underligt træk.",negative
3098,@USER @USER Stort tillykke til dig og Sundhedsstyrelsen :-),positive
3099,@USER Læs artiklen. Det er de 14 danskere i EP - sammenlignet med de 179 i Folketinget :-),neutral
3100,"@USER Helt enig. Ignorer ham, ligesom man ignorerer andre, der bare vil provokere. Men man bør nok sikre, at han ikke har væsentlige psykiatriske problemer. Og så må det være helt klart at man ikke kaster med sten efter politiet eller brænder biler af under nogen omstændigheder. #dkpol",negative
3101,"@USER Hvor mange burpees tager du, hvis det udskrives før;-)",positive
3102,"Enhver skattelettelse er en underminering af velfærdsstaten ! 

HUSK - Man skal blot lade være med at stemme på de Liberale Partier og de Borgerlige Partier og på Støtte Partiet Dansk Folkeparti når Folketingsvalget 
kommer ! [LINK]",negative
3103,"@USER Jeg er oprigtig trist over grunden til dine to stærkt hjælpsomme bøger om sorg, og jeg er ligeledes trist over, at der i januar opstod en anledning til at høre dem. Det sagt, er jeg alligevel glad for, at du gjorde det og at jeg hørte dem, så tak, Esben.",positive
3104,@USER @USER @USER Ja for de havde haft præcis samme betydning for kampen.... Ædru? Næppe.,negative
3105,@USER To gange inden for 14 dage har P1 Debat haft ham på... Er det virkelig nødvendigt @USER ?? Skal vi ikke snart skåne det dyrebare offentlige rum lidt?,negative
3106,Hurtigt overblik: Her er de vigtigste nyheder fra Finans tirsdag morgen [LINK] [LINK],neutral
3107,"@USER Hej Daniel, nu var det jo lige Brøndbyfans, der toppede dumheden i går. Men jeg er sådan set fløjtende ligeglad, hvilket hold du hepper på: Stop homofobi! Det gælder alle klubber og fans, det burde egentligt ikke være nødvendigt at understreg, men nu har du det så sort på hvidt.",negative
3108,Se de flotte dronebilleder: Våde marker forsinker landmændenes forårsarbejde [LINK],positive
3109,"Brøndby IF skifter. '73: Simon Tibbling går ud, og Besar Halimi kommer ind",neutral
3111,"Et enigt folketing stemmer for en lov, som forbyder “jomfruhinde kirugi” og selv samme folketing tør ikke indfører en mindstealder for omskæring. Det er diskrimination og helt urimelig forskelsbehandling af drenge og piger #dkpol",negative
3112,"@USER @USER Det er så pinlig en sag at det er helt vildt! De har fordrejet sandheden i en absurd grad og nu vil de blande sig i ledelsen af skolen? Hvad sker der for dem? Den centraliserende og autoritære tankegang der har udviklet sig er kvalmende, det må da være helt op til skolen!",negative
3113,"Aktieinvesteringer giver erhvervslivet mulighed for at vokse og skabe arbejdspladser. Det er til gavn for hele DK. Deltag og hør mere den 3. maj: ""Børsforum: Et aktiemarked for de mange - ikke for de få”. [LINK] #flerebørsnoteringer @USER @USER Cph",positive
3114,"@USER Jeg synes det er fremragende at du saver United over podcast efter podcast for derefter at blive kaldt United liderlig 😂😂😂
Og ham der synes Monnerup taler og taler har vist aldrig hørt en podcast med Hebo 🤪",positive
3115,"Stor forvirring tirsdag: Men dagen sluttede med, at 95 af kantonstyrets 150 storrådsmedlemmer i Vaud vedtog en 5G-bekymret resolution, som sætter #5G på pause og afventer national miljøudredning.
Se Tabt Tråd på Facebook.
#dkpol #dktele #dkmedier #dkgreen [LINK]",neutral
3116,"@USER Hej Christoffer! Denmark Demo Day er lige rundt om hjørnet, så tænkte på, om I har brug for flere hænder til arrangementet? Har tidligere erfaring med Events i iværksætter økosystemet og gør det gerne frivilligt!",positive
